u,T,q*,tau,hb,u(s),#,taut,tauc,Da
10.7,0.5,-141,0.279,196,18.1,995,195.2,482,0.4
10.7,0.5,-141,0.279,279,18.1,996,196.3,482,0.4
10.7,0.5,-141,0.356,72,20.3,997,217.3,482,0.5
10.7,0.5,-141,0.356,113,20.3,998,224.0,482,0.5
10.7,0.5,-141,0.356,196,20.3,999,190.1,482,0.4
10.7,0.5,-141,0.356,279,20.3,1000,853.8,482,1.8
10.7,0.5,-141,0.584,72,24.6,1001,190.8,482,0.4
10.7,0.5,-141,0.660,72,25.3,1002,197.7,482,0.4
10.7,0.5,-59,0.203,30,15.5,1003,229.6,482,0.5
10.7,0.5,-59,0.203,72,15.5,1004,233.5,482,0.5
10.7,0.5,-59,0.203,113,15.5,1005,251.7,482,0.5
10.7,0.5,-59,0.203,155,15.5,1006,241.2,482,0.5
10.7,0.5,-59,0.203,196,15.5,1007,202.6,482,0.4
10.7,0.5,-59,0.203,237,15.5,1008,215.2,482,0.4
10.7,0.5,-59,0.279,30,18.1,1009,208.3,482,0.4
10.7,0.5,-59,0.279,72,18.1,1010,231.8,482,0.5
10.7,0.5,-59,0.279,113,18.1,1011,222.9,482,0.5
10.7,0.5,-59,0.279,155,18.1,1012,224.2,482,0.5
10.7,0.5,-59,0.279,196,18.1,1013,1068.5,482,2.2
10.7,0.5,-59,0.356,30,20.3,1014,237.2,482,0.5
10.7,0.5,-59,0.356,72,20.3,1015,249.6,482,0.5
10.7,0.5,-59,0.356,113,20.3,1016,217.9,482,0.5
10.7,3.7,-303,0.279,237,18.1,1017,203.5,299.4,0.7
10.7,3.7,-222,0.203,30,15.5,1018,218.0,299.4,0.7
10.7,3.7,-222,0.203,72,15.5,1019,216.6,299.4,0.7
10.7,3.7,-222,0.203,113,15.5,1020,205.4,299.4,0.7
10.7,3.7,-222,0.203,155,15.5,1021,218.9,299.4,0.7
10.7,3.7,-222,0.279,113,18.1,1022,233.2,299.4,0.8
10.7,3.7,-222,0.279,196,18.1,1023,597.6,299.4,2.0
10.7,3.7,-222,0.279,237,18.1,1024,233.8,299.4,0.8
10.7,3.7,-222,0.279,279,18.1,1025,208.7,299.4,0.7
10.7,3.7,-222,0.279,320,18.1,1026,201.0,299.4,0.7
10.7,3.7,-222,0.356,155,20.3,1027,231.9,299.4,0.8
10.7,3.7,-222,0.356,196,20.3,1028,201.6,299.4,0.7
10.7,3.7,-222,0.356,237,20.3,1029,191.7,299.4,0.6
10.7,3.7,-222,0.356,279,20.3,1030,202.0,299.4,0.7
10.7,3.7,-141,0.203,30,15.5,1031,209.6,299.4,0.7
10.7,3.7,-141,0.203,72,15.5,1032,260.7,299.4,0.9
10.7,3.7,-141,0.203,113,15.5,1033,246.3,299.4,0.8
10.7,3.7,-141,0.203,155,15.5,1034,229.6,299.4,0.8
10.7,3.7,-141,0.203,196,15.5,1035,206.1,299.4,0.7
10.7,3.7,-141,0.203,237,15.5,1036,212.9,299.4,0.7
10.7,3.7,-141,0.203,279,15.5,1037,211.7,299.4,0.7
10.7,3.7,-141,0.279,30,18.1,1038,206.1,299.4,0.7
10.7,3.7,-141,0.279,72,18.1,1039,213.8,299.4,0.7
10.7,3.7,-141,0.279,113,18.1,1040,211.3,299.4,0.7
10.7,3.7,-141,0.279,155,18.1,1041,234.6,299.4,0.8
10.7,3.7,-141,0.279,196,18.1,1042,197.6,299.4,0.7
10.7,3.7,-141,0.279,237,18.1,1043,297.5,299.4,1.0
10.7,3.7,-141,0.356,196,20.3,1044,310.5,299.4,1.0
10.7,3.7,-141,0.356,237,20.3,1045,195.0,299.4,0.7
10.7,3.7,-141,0.356,279,20.3,1046,213.7,299.4,0.7
10.7,3.7,-59,0.203,30,15.5,1047,213.6,299.4,0.7
10.7,3.7,-59,0.203,72,15.5,1048,264.2,299.4,0.9
10.7,3.7,-59,0.203,113,15.5,1049,234.8,299.4,0.8
10.7,3.7,-59,0.203,155,15.5,1050,231.8,299.4,0.8
10.7,3.7,-59,0.203,196,15.5,1051,207.6,299.4,0.7
10.7,3.7,-59,0.203,237,15.5,1052,223.8,299.4,0.7
10.7,3.7,-59,0.203,279,15.5,1053,346.2,299.4,1.2
10.7,3.7,-59,0.203,320,15.5,1054,205.4,299.4,0.7
10.7,3.7,-59,0.203,362,15.5,1055,204.8,299.4,0.7
10.7,3.7,-59,0.203,403,15.5,1056,207.5,299.4,0.7
10.7,3.7,-59,0.279,30,18.1,1057,237.3,299.4,0.8
10.7,3.7,-59,0.279,72,18.1,1058,226.7,299.4,0.8
10.7,3.7,-59,0.279,113,18.1,1059,223.9,299.4,0.7
10.7,3.7,-59,0.279,155,18.1,1060,255.9,299.4,0.9
10.7,3.7,-59,0.279,196,18.1,1061,355.2,299.4,1.2
10.7,3.7,-59,0.279,237,18.1,1062,197.1,299.4,0.7
10.7,3.7,-59,0.279,279,18.1,1063,494.5,299.4,1.7
10.7,3.7,-59,0.279,320,18.1,1064,200.5,299.4,0.7
10.7,3.7,-59,0.356,113,20.3,1065,285.8,299.4,1.0
10.7,3.7,-59,0.356,155,20.3,1066,227.5,299.4,0.8
10.7,3.7,22,0.203,113,15.5,1067,218.7,299.4,0.7
10.7,3.7,22,0.203,155,15.5,1068,238.1,299.4,0.8
10.7,3.7,22,0.279,113,18.1,1069,235.1,299.4,0.8
10.7,3.7,22,0.279,155,18.1,1070,257.3,299.4,0.9
10.7,3.7,103,0.203,30,15.5,1071,228.5,299.4,0.8
10.7,3.7,103,0.203,72,15.5,1072,248.9,299.4,0.8
10.7,3.7,103,0.279,72,18.1,1073,231.8,299.4,0.8
10.7,3.7,184,0.127,72,12.3,1074,250.5,299.4,0.8
10.7,3.7,184,0.203,30,15.5,1075,222.0,299.4,0.7
10.7,3.7,184,0.203,72,15.5,1076,343.3,299.4,1.1
10.7,7.0,-303,0.279,72,18.1,1077,220.5,188.4,1.2
10.7,7.0,-303,0.279,113,18.1,1078,237.7,188.4,1.3
10.7,7.0,-303,0.356,113,20.3,1079,199.5,188.4,1.1
10.7,7.0,-222,0.203,30,15.5,1080,216.8,188.4,1.2
10.7,7.0,-222,0.203,113,15.5,1081,204.5,188.4,1.1
10.7,7.0,-222,0.203,155,15.5,1082,234.4,188.4,1.2
10.7,7.0,-222,0.203,196,15.5,1083,221.6,188.4,1.2
10.7,7.0,-222,0.203,237,15.5,1084,208.1,188.4,1.1
10.7,7.0,-222,0.279,72,18.1,1085,214.8,188.4,1.1
10.7,7.0,-222,0.279,113,18.1,1086,211.3,188.4,1.1
10.7,7.0,-222,0.279,155,18.1,1087,216.2,188.4,1.1
10.7,7.0,-222,0.279,196,18.1,1088,203.5,188.4,1.1
10.7,7.0,-222,0.279,237,18.1,1089,198.1,188.4,1.1
10.7,7.0,-222,0.279,279,18.1,1090,202.3,188.4,1.1
10.7,7.0,-222,0.279,320,18.1,1091,196.4,188.4,1.0
10.7,7.0,-222,0.279,362,18.1,1092,202.9,188.4,1.1
10.7,7.0,-222,0.279,403,18.1,1093,250.0,188.4,1.3
10.7,7.0,-222,0.356,196,20.3,1094,197.5,188.4,1.0
10.7,7.0,-222,0.356,237,20.3,1095,189.9,188.4,1.0
10.7,7.0,-222,0.356,279,20.3,1096,398.7,188.4,2.1
10.7,7.0,-222,0.356,320,20.3,1097,372.4,188.4,2.0
10.7,7.0,-222,0.356,362,20.3,1098,417.5,188.4,2.2
10.7,7.0,-141,0.203,72,15.5,1099,244.3,188.4,1.3
10.7,7.0,-141,0.203,113,15.5,1100,244.4,188.4,1.3
10.7,7.0,-141,0.203,155,15.5,1101,229.1,188.4,1.2
10.7,7.0,-141,0.203,196,15.5,1102,210.7,188.4,1.1
10.7,7.0,-141,0.203,237,15.5,1103,206.9,188.4,1.1
10.7,7.0,-141,0.203,279,15.5,1104,201.8,188.4,1.1
10.7,7.0,-141,0.279,72,18.1,1105,232.0,188.4,1.2
10.7,7.0,-141,0.279,113,18.1,1106,219.1,188.4,1.2
10.7,7.0,-141,0.279,155,18.1,1107,195.4,188.4,1.0
10.7,7.0,-141,0.279,196,18.1,1108,203.3,188.4,1.1
10.7,7.0,-141,0.279,237,18.1,1109,197.2,188.4,1.0
10.7,7.0,-141,0.279,279,18.1,1110,317.5,188.4,1.7
10.7,7.0,-141,0.279,320,18.1,1111,329.1,188.4,1.7
10.7,7.0,-141,0.279,362,18.1,1112,194.2,188.4,1.0
10.7,7.0,-141,0.356,113,20.3,1113,229.6,188.4,1.2
10.7,7.0,-141,0.356,155,20.3,1114,218.9,188.4,1.2
10.7,7.0,-141,0.356,196,20.3,1115,260.5,188.4,1.4
10.7,7.0,-141,0.356,237,20.3,1116,191.7,188.4,1.0
10.7,7.0,-59,0.203,72,15.5,1117,226.3,188.4,1.2
10.7,7.0,-59,0.203,113,15.5,1118,219.3,188.4,1.2
10.7,7.0,-59,0.203,155,15.5,1119,230.2,188.4,1.2
10.7,7.0,-59,0.203,196,15.5,1120,208.6,188.4,1.1
10.7,7.0,-59,0.203,237,15.5,1121,205.4,188.4,1.1
10.7,7.0,-59,0.203,279,15.5,1122,208.9,188.4,1.1
10.7,7.0,-59,0.203,320,15.5,1123,209.4,188.4,1.1
10.7,7.0,-59,0.203,362,15.5,1124,207.0,188.4,1.1
10.7,7.0,-59,0.203,403,15.5,1125,206.6,188.4,1.1
10.7,7.0,-59,0.279,72,18.1,1126,289.7,188.4,1.5
10.7,7.0,-59,0.279,113,18.1,1127,258.1,188.4,1.4
10.7,7.0,-59,0.279,155,18.1,1128,223.9,188.4,1.2
10.7,7.0,-59,0.279,196,18.1,1129,193.9,188.4,1.0
10.7,7.0,-59,0.279,237,18.1,1130,202.7,188.4,1.1
10.7,7.0,-59,0.279,279,18.1,1131,449.7,188.4,2.4
10.7,7.0,-59,0.279,320,18.1,1132,209.4,188.4,1.1
10.7,7.0,-59,0.279,362,18.1,1133,210.0,188.4,1.1
10.7,7.0,-59,0.279,403,18.1,1134,249.0,188.4,1.3
10.7,7.0,22,0.203,155,15.5,1135,315.9,188.4,1.7
10.7,7.0,22,0.279,155,18.1,1136,256.7,188.4,1.4
10.7,7.0,103,0.203,30,15.5,1137,211.1,188.4,1.1
10.7,7.0,103,0.203,72,15.5,1138,239.6,188.4,1.3
10.7,7.0,103,0.203,113,15.5,1139,237.5,188.4,1.3
10.7,7.0,103,0.279,30,18.1,1140,846.1,188.4,4.5
10.7,7.0,103,0.279,72,18.1,1141,276.7,188.4,1.5
10.7,7.0,184,0.203,72,15.5,1142,327.0,188.4,1.7
10.7,10.3,-384,0.279,113,18.1,1143,201.9,122.8,1.6
10.7,10.3,-303,0.279,113,18.1,1144,227.8,122.8,1.9
10.7,10.3,-222,0.203,113,15.5,1145,226.7,122.8,1.8
10.7,10.3,-222,0.279,72,18.1,1146,211.0,122.8,1.7
10.7,10.3,-222,0.279,155,18.1,1147,225.3,122.8,1.8
10.7,10.3,-222,0.279,320,18.1,1148,248.7,122.8,2.0
10.7,10.3,-222,0.279,362,18.1,1149,270.0,122.8,2.2
10.7,10.3,-222,0.279,403,18.1,1150,235.1,122.8,1.9
10.7,10.3,-222,0.356,237,20.3,1151,193.0,122.8,1.6
10.7,10.3,-222,0.356,279,20.3,1152,203.1,122.8,1.7
10.7,10.3,-222,0.356,320,20.3,1153,189.5,122.8,1.5
10.7,10.3,-222,0.356,362,20.3,1154,267.5,122.8,2.2
10.7,10.3,-141,0.203,72,15.5,1155,252.6,122.8,2.1
10.7,10.3,-141,0.203,113,15.5,1156,261.4,122.8,2.1
10.7,10.3,-141,0.203,155,15.5,1157,261.9,122.8,2.1
10.7,10.3,-141,0.203,196,15.5,1158,209.4,122.8,1.7
10.7,10.3,-141,0.203,237,15.5,1159,203.9,122.8,1.7
10.7,10.3,-141,0.203,279,15.5,1160,214.3,122.8,1.7
10.7,10.3,-141,0.203,320,15.5,1161,206.0,122.8,1.7
10.7,10.3,-141,0.203,362,15.5,1162,210.5,122.8,1.7
10.7,10.3,-141,0.279,72,18.1,1163,202.1,122.8,1.6
10.7,10.3,-141,0.279,113,18.1,1164,223.3,122.8,1.8
10.7,10.3,-141,0.279,155,18.1,1165,269.2,122.8,2.2
10.7,10.3,-141,0.279,196,18.1,1166,206.4,122.8,1.7
10.7,10.3,-141,0.279,237,18.1,1167,191.4,122.8,1.6
10.7,10.3,-141,0.279,279,18.1,1168,198.2,122.8,1.6
10.7,10.3,-141,0.279,320,18.1,1169,198.0,122.8,1.6
10.7,10.3,-141,0.279,362,18.1,1170,320.2,122.8,2.6
10.7,10.3,-141,0.279,403,18.1,1171,599.1,122.8,4.9
10.7,10.3,-141,0.356,113,20.3,1172,202.7,122.8,1.7
10.7,10.3,-141,0.356,155,20.3,1173,242.5,122.8,2.0
10.7,10.3,-141,0.356,196,20.3,1174,194.8,122.8,1.6
10.7,10.3,-141,0.356,237,20.3,1175,228.8,122.8,1.9
10.7,10.3,-59,0.203,30,15.5,1176,211.5,122.8,1.7
10.7,10.3,-59,0.203,72,15.5,1177,245.7,122.8,2.0
10.7,10.3,-59,0.203,113,15.5,1178,213.7,122.8,1.7
10.7,10.3,-59,0.203,155,15.5,1179,224.1,122.8,1.8
10.7,10.3,-59,0.203,196,15.5,1180,213.6,122.8,1.7
10.7,10.3,-59,0.203,237,15.5,1181,208.7,122.8,1.7
10.7,10.3,-59,0.203,279,15.5,1182,206.3,122.8,1.7
10.7,10.3,-59,0.203,320,15.5,1183,206.9,122.8,1.7
10.7,10.3,-59,0.203,362,15.5,1184,212.5,122.8,1.7
10.7,10.3,-59,0.279,113,18.1,1185,239.7,122.8,2.0
10.7,10.3,-59,0.279,155,18.1,1186,254.4,122.8,2.1
10.7,10.3,-59,0.279,196,18.1,1187,203.2,122.8,1.7
10.7,10.3,-59,0.279,237,18.1,1188,217.1,122.8,1.8
10.7,10.3,-59,0.279,279,18.1,1189,197.0,122.8,1.6
10.7,10.3,-59,0.279,320,18.1,1190,405.1,122.8,3.3
10.7,10.3,-59,0.279,362,18.1,1191,208.1,122.8,1.7
10.7,10.3,103,0.203,72,15.5,1192,231.6,122.8,1.9
10.7,10.3,103,0.203,113,15.5,1193,292.3,122.8,2.4
10.7,10.3,103,0.279,72,18.1,1194,271.2,122.8,2.2
10.7,10.3,184,0.203,72,15.5,1195,345.0,122.8,2.8
10.7,10.3,184,0.203,113,15.5,1196,259.4,122.8,2.1
10.7,13.6,-465,0.279,113,18.1,1197,210.5,82.8,2.5
10.7,13.6,-465,0.356,113,20.3,1198,191.9,82.8,2.3
10.7,13.6,-384,0.203,113,15.5,1199,191.9,82.8,2.3
10.7,13.6,-384,0.279,113,18.1,1200,195.7,82.8,2.4
10.7,13.6,-384,0.356,113,20.3,1201,265.5,82.8,3.2
10.7,13.6,-303,0.203,30,15.5,1202,213.8,82.8,2.6
10.7,13.6,-303,0.203,72,15.5,1203,235.9,82.8,2.8
10.7,13.6,-303,0.203,113,15.5,1204,208.9,82.8,2.5
10.7,13.6,-222,0.203,113,15.5,1205,231.3,82.8,2.8
10.7,13.6,-222,0.203,155,15.5,1206,223.8,82.8,2.7
10.7,13.6,-222,0.279,72,18.1,1207,218.5,82.8,2.6
10.7,13.6,-222,0.279,113,18.1,1208,208.9,82.8,2.5
10.7,13.6,-222,0.279,155,18.1,1209,233.0,82.8,2.8
10.7,13.6,-222,0.279,196,18.1,1210,196.2,82.8,2.4
10.7,13.6,-222,0.279,237,18.1,1211,198.5,82.8,2.4
10.7,13.6,-222,0.356,113,20.3,1212,217.4,82.8,2.6
10.7,13.6,-222,0.356,155,20.3,1213,202.7,82.8,2.4
10.7,13.6,-222,0.356,196,20.3,1214,614.8,82.8,7.4
10.7,13.6,-141,0.203,72,15.5,1215,227.0,82.8,2.7
10.7,13.6,-141,0.203,113,15.5,1216,227.1,82.8,2.7
10.7,13.6,-141,0.203,155,15.5,1217,249.7,82.8,3.0
10.7,13.6,-141,0.203,196,15.5,1218,209.9,82.8,2.5
10.7,13.6,-141,0.203,237,15.5,1219,273.8,82.8,3.3
10.7,13.6,-141,0.203,279,15.5,1220,203.8,82.8,2.5
10.7,13.6,-141,0.279,113,18.1,1221,247.9,82.8,3.0
10.7,13.6,-141,0.279,155,18.1,1222,249.4,82.8,3.0
10.7,13.6,-141,0.279,196,18.1,1223,287.0,82.8,3.5
10.7,13.6,-141,0.279,237,18.1,1224,308.7,82.8,3.7
10.7,13.6,-141,0.279,279,18.1,1225,218.2,82.8,2.6
10.7,13.6,-141,0.356,155,20.3,1226,206.6,82.8,2.5
10.7,13.6,-141,0.356,237,20.3,1227,229.0,82.8,2.8
10.7,13.6,-141,0.356,279,20.3,1228,206.8,82.8,2.5
10.7,13.6,-59,0.127,113,12.3,1229,251.9,82.8,3.0
10.7,13.6,-59,0.203,72,15.5,1230,223.4,82.8,2.7
10.7,13.6,-59,0.203,113,15.5,1231,272.4,82.8,3.3
10.7,13.6,-59,0.203,155,15.5,1232,234.3,82.8,2.8
10.7,13.6,-59,0.203,196,15.5,1233,214.7,82.8,2.6
10.7,13.6,-59,0.203,237,15.5,1234,207.0,82.8,2.5
10.7,13.6,-59,0.279,113,18.1,1235,283.5,82.8,3.4
10.7,13.6,-59,0.279,155,18.1,1236,267.2,82.8,3.2
10.7,13.6,-59,0.279,196,18.1,1237,915.0,82.8,11.1
10.7,13.6,103,0.203,72,15.5,1238,293.5,82.8,3.5
10.7,16.9,-546,0.279,113,18.1,1239,210.6,56.8,3.7
10.7,16.9,-465,0.203,72,15.5,1240,225.4,56.8,4.0
10.7,16.9,-465,0.279,113,18.1,1241,219.8,56.8,3.9
10.7,16.9,-384,0.203,72,15.5,1242,223.0,56.8,3.9
10.7,16.9,-384,0.279,113,18.1,1243,221.9,56.8,3.9
10.7,16.9,-384,0.279,155,18.1,1244,209.4,56.8,3.7
10.7,16.9,-303,0.203,72,15.5,1245,214.7,56.8,3.8
10.7,16.9,-303,0.279,72,18.1,1246,251.2,56.8,4.4
10.7,16.9,-303,0.279,113,18.1,1247,200.6,56.8,3.5
10.7,16.9,-222,0.203,72,15.5,1248,233.9,56.8,4.1
10.7,16.9,-222,0.203,113,15.5,1249,258.7,56.8,4.6
10.7,16.9,-222,0.279,72,18.1,1250,229.8,56.8,4.0
10.7,16.9,-222,0.279,113,18.1,1251,210.8,56.8,3.7
10.7,16.9,-222,0.279,155,18.1,1252,222.4,56.8,3.9
10.7,16.9,-141,0.127,113,12.3,1253,232.8,56.8,4.1
10.7,16.9,-141,0.203,72,15.5,1254,224.5,56.8,4.0
10.7,16.9,-141,0.203,113,15.5,1255,250.0,56.8,4.4
10.7,16.9,-141,0.203,155,15.5,1256,272.6,56.8,4.8
10.7,16.9,-141,0.279,113,18.1,1257,230.7,56.8,4.1
10.7,16.9,-141,0.279,155,18.1,1258,247.5,56.8,4.4
10.7,16.9,-59,0.127,113,12.3,1259,249.4,56.8,4.4
10.7,16.9,-59,0.203,72,15.5,1260,241.9,56.8,4.3
10.7,16.9,-59,0.203,113,15.5,1261,211.4,56.8,3.7
10.7,20.2,-546,0.203,113,15.5,1262,215.6,41.5,5.2
10.7,20.2,-546,0.279,72,18.1,1263,204.7,41.5,4.9
10.7,20.2,-546,0.279,113,18.1,1264,209.2,41.5,5.0
10.7,20.2,-465,0.203,72,15.5,1265,222.5,41.5,5.4
10.7,20.2,-465,0.203,113,15.5,1266,208.4,41.5,5.0
10.7,20.2,-465,0.279,113,18.1,1267,211.4,41.5,5.1
10.7,20.2,-465,0.279,155,18.1,1268,216.6,41.5,5.2
10.7,20.2,-384,0.203,155,15.5,1269,224.6,41.5,5.4
10.7,20.2,-384,0.279,113,18.1,1270,207.9,41.5,5.0
10.7,20.2,-384,0.279,155,18.1,1271,203.3,41.5,4.9
10.7,20.2,-303,0.203,113,15.5,1272,216.1,41.5,5.2
10.7,20.2,-303,0.203,155,15.5,1273,227.6,41.5,5.5
10.7,20.2,-303,0.279,72,18.1,1274,205.1,41.5,4.9
10.7,20.2,-303,0.279,113,18.1,1275,206.5,41.5,5.0
10.7,20.2,-222,0.203,72,15.5,1276,229.0,41.5,5.5
10.7,20.2,-222,0.203,113,15.5,1277,231.0,41.5,5.6
10.7,20.2,-222,0.203,155,15.5,1278,219.2,41.5,5.3
10.7,20.2,-222,0.279,72,18.1,1279,224.6,41.5,5.4
10.7,20.2,-141,0.127,113,12.3,1280,234.7,41.5,5.7
10.7,20.2,-141,0.203,72,15.5,1281,225.9,41.5,5.4
10.7,20.2,-141,0.203,113,15.5,1282,221.5,41.5,5.3
10.7,20.2,-141,0.203,155,15.5,1283,233.1,41.5,5.6
10.7,23.4,-465,0.203,72,15.5,1284,230.9,30.8,7.5
10.7,23.4,103,0.279,30,18.1,1285,207.5,30.8,6.7
10.7,23.4,103,0.279,72,18.1,1286,273.0,30.8,8.9
10.7,26.7,-59,0.203,30,15.5,1287,222.1,23.5,9.5
10.7,26.7,-59,0.279,30,18.1,1288,325.6,23.5,13.9
10.7,26.7,22,0.203,30,15.5,1289,242.3,23.5,10.3
10.7,26.7,22,0.203,72,15.5,1290,246.5,23.5,10.5
10.7,26.7,103,0.203,30,15.5,1291,215.5,23.5,9.2
10.7,26.7,103,0.203,72,15.5,1292,225.9,23.5,9.6
10.7,26.7,103,0.279,72,18.1,1293,261.9,23.5,11.1
11.9,0.5,-222,0.279,72,18.1,1294,225.8,482,0.5
11.9,0.5,-222,0.279,113,18.1,1295,223.4,482,0.5
11.9,0.5,-222,0.356,113,20.3,1296,192.8,482,0.4
11.9,0.5,-141,0.279,72,18.1,1297,212.7,482,0.4
11.9,0.5,-141,0.279,113,18.1,1298,201.5,482,0.4
11.9,0.5,-141,0.279,155,18.1,1299,250.8,482,0.5
11.9,0.5,-141,0.279,196,18.1,1300,337.7,482,0.7
11.9,0.5,-141,0.279,237,18.1,1301,188.4,482,0.4
11.9,0.5,-141,0.356,113,20.3,1302,249.0,482,0.5
11.9,0.5,-59,0.203,72,15.5,1303,219.7,482,0.5
11.9,0.5,-59,0.203,113,15.5,1304,236.8,482,0.5
11.9,0.5,-59,0.279,72,18.1,1305,214.5,482,0.4
11.9,0.5,-59,0.279,113,18.1,1306,229.9,482,0.5
